ID,Year,Semester,Course Number,Gender,AS,StudentsGrade,InstructorsGrade,Difference
13A6,2016,Fall,Math1113,1,Test2,91,100,9
23A5,2016,Fall,MAT192,0,Test2,92,100,8
23B13,2016,Fall,MAT192,0,Test2,92,100,8
41A37,2016,Spring,MATH3322,1,Final,92,100,8
21C3,2016,Spring,192,1,final,93,100,7
21D17,2016,Spring,320,1,test1,94,100,6
13B15,2016,Fall,Math3650,0,Quiz6,95,100,5
13B15,2016,Fall,Math3650,0,Test3,95,100,5
11A1,2016,Spring,Math 1111,0,Quiz4,95,100,5
11A6,2016,Spring,Math 1111,0,Quiz4,95,100,5
11A7,2016,Spring,Math 1111,0,Quiz4,95,100,5
11C6,2016,Spring,Math 2470,0,test3,95,100,5
13B6,2016,Fall,Math3650,1,Final,95,100,5
23B10,2016,Fall,MAT192,1,Test1,95,100,5
23B6,2016,Fall,MAT192,1,Test3,95,100,5
23B6,2016,Fall,MAT192,1,Final,95,100,5
11A13,2016,Spring,Math 1111,1,Quiz3,95,100,5
11C22,2016,Spring,Math 2470,1,test3,95,100,5
11C26,2016,Spring,Math 2470,1,test3,95,100,5
21C21,2016,Spring,192,1,test1,95,100,5
21D1,2016,Spring,320,1,test1,95,100,5
21D1,2016,Spring,320,1,test2,95,100,5
41A37,2016,Spring,MATH3318,1,test2,95,100,5
11A8,2016,Spring,Math 1111,0,Quiz4,98,100,2
23A3,2016,Fall,MAT192,1,Test3,99,100,1
23A14,2016,Fall,MAT192,0,Quiz1,100,100,0
23A14,2016,Fall,MAT192,0,Quiz3,100,100,0
23A14,2016,Fall,MAT192,0,Quiz5,100,100,0
23A14,2016,Fall,MAT192,0,Quiz7,100,100,0
23A18,2016,Fall,MAT192,0,Quiz3,100,100,0
23A18,2016,Fall,MAT192,0,Quiz4,100,100,0
23A8,2016,Fall,MAT192,0,Quiz1,100,100,0
23A8,2016,Fall,MAT192,0,Quiz8,100,100,0
23B13,2016,Fall,MAT192,0,Quiz1,100,100,0
23B13,2016,Fall,MAT192,0,Quiz6,100,100,0
23B13,2016,Fall,MAT192,0,Quiz7,100,100,0
21A1,2016,Spring,191,0,quiz4,100,100,0
21A1,2016,Spring,191,0,quiz9,100,100,0
21A2,2016,Spring,191,0,quiz3,100,100,0
21A2,2016,Spring,191,0,quiz9,100,100,0
21A3,2016,Spring,191,0,quiz7,100,100,0
21A6,2016,Spring,191,0,quiz3,100,100,0
21A6,2016,Spring,191,0,quiz8,100,100,0
21A6,2016,Spring,191,0,quiz9,100,100,0
21B1,2016,Spring,192,0,quiz2,100,100,0
21B1,2016,Spring,192,0,quiz4,100,100,0
21B1,2016,Spring,192,0,quiz5,100,100,0
21B1,2016,Spring,192,0,quiz6,100,100,0
21B14,2016,Spring,192,0,quiz4,100,100,0
21B14,2016,Spring,192,0,quiz6,100,100,0
21B19,2016,Spring,192,0,quiz5,100,100,0
21B22,2016,Spring,192,0,quiz4,100,100,0
21B22,2016,Spring,192,0,quiz6,100,100,0
21B26,2016,Spring,192,0,quiz2,100,100,0
21B26,2016,Spring,192,0,quiz4,100,100,0
21C10,2016,Spring,192,0,quiz4,100,100,0
21C10,2016,Spring,192,0,quiz5,100,100,0
21C12,2016,Spring,192,0,quiz1,100,100,0
21C12,2016,Spring,192,0,quiz2,100,100,0
21C12,2016,Spring,192,0,quiz4,100,100,0
21C14,2016,Spring,192,0,quiz4,100,100,0
21C14,2016,Spring,192,0,quiz5,100,100,0
21C15,2016,Spring,192,0,quiz2,100,100,0
21C15,2016,Spring,192,0,quiz4,100,100,0
21C16,2016,Spring,192,0,quiz4,100,100,0
21C16,2016,Spring,192,0,quiz5,100,100,0
21C19,2016,Spring,192,0,quiz1,100,100,0
21C19,2016,Spring,192,0,quiz4,100,100,0
21C19,2016,Spring,192,0,quiz5,100,100,0
21C19,2016,Spring,192,0,quiz6,100,100,0
21C22,2016,Spring,192,0,quiz4,100,100,0
21C23,2016,Spring,192,0,quiz1,100,100,0
21C23,2016,Spring,192,0,quiz2,100,100,0
21C23,2016,Spring,192,0,quiz4,100,100,0
21C5,2016,Spring,192,0,quiz2,100,100,0
21C5,2016,Spring,192,0,quiz5,100,100,0
21C5,2016,Spring,192,0,quiz6,100,100,0
21C6,2016,Spring,192,0,quiz4,100,100,0
21C8,2016,Spring,192,0,quiz1,100,100,0
21C8,2016,Spring,192,0,quiz4,100,100,0
21D14,2016,Spring,320,0,quiz1,100,100,0
21D14,2016,Spring,320,0,quiz3,100,100,0
21D14,2016,Spring,320,0,quiz6,100,100,0
21D14,2016,Spring,320,0,test1,100,100,0
21D14,2016,Spring,320,0,test2,100,100,0
21D14,2016,Spring,320,0,test3,100,100,0
21D2,2016,Spring,320,0,quiz1,100,100,0
21D2,2016,Spring,320,0,quiz3,100,100,0
21D2,2016,Spring,320,0,quiz6,100,100,0
31A01,2016,Spring,MATH 2204,0,quiz1,100,100,0
31A01,2016,Spring,MATH 2204,0,quiz3,100,100,0
31A02,2016,Spring,MATH 2204,0,quiz3,100,100,0
31A05,2016,Spring,MATH 2204,0,quiz2,100,100,0
31A08,2016,Spring,MATH 2204,0,quiz1,100,100,0
31A08,2016,Spring,MATH 2204,0,quiz2,100,100,0
31A08,2016,Spring,MATH 2204,0,quiz3,100,100,0
31A13,2016,Spring,MATH 2204,0,quiz2,100,100,0
31A13,2016,Spring,MATH 2204,0,quiz3,100,100,0
31B10,2016,Spring,MATH 2204,0,quiz1,100,100,0
31B18,2016,Spring,MATH 2204,0,quiz1,100,100,0
31B23,2016,Spring,MATH 2204,0,quiz1,100,100,0
41A28,2016,Spring,MATH1120,0,test1,100,100,0
13B6,2016,Fall,Math3650,1,Final,100,100,0
23A10,2016,Fall,MAT192,1,Quiz3,100,100,0
23A19,2016,Fall,MAT192,1,Quiz1,100,100,0
23A19,2016,Fall,MAT192,1,Quiz3,100,100,0
23A19,2016,Fall,MAT192,1,Quiz6,100,100,0
23A19,2016,Fall,MAT192,1,Quiz7,100,100,0
23A3,2016,Fall,MAT192,1,Quiz1,100,100,0
23A3,2016,Fall,MAT192,1,Quiz2,100,100,0
23A3,2016,Fall,MAT192,1,Quiz3,100,100,0
23A3,2016,Fall,MAT192,1,Quiz5,100,100,0
23A7,2016,Fall,MAT192,1,Quiz1,100,100,0
23B10,2016,Fall,MAT192,1,Quiz1,100,100,0
23B10,2016,Fall,MAT192,1,Quiz2,100,100,0
23B2,2016,Fall,MAT192,1,Quiz1,100,100,0
23B2,2016,Fall,MAT192,1,Quiz2,100,100,0
23B2,2016,Fall,MAT192,1,Quiz3,100,100,0
23B6,2016,Fall,MAT192,1,Quiz1,100,100,0
23B6,2016,Fall,MAT192,1,Quiz3,100,100,0
23B6,2016,Fall,MAT192,1,Quiz7,100,100,0
23B6,2016,Fall,MAT192,1,Quiz8,100,100,0
11C25,2016,Spring,Math 2470,1,test3,100,100,0
21A4,2016,Spring,191,1,quiz3,100,100,0
21A4,2016,Spring,191,1,quiz5,100,100,0
21A4,2016,Spring,191,1,quiz6,100,100,0
21A4,2016,Spring,191,1,quiz7,100,100,0
21A5,2016,Spring,191,1,quiz3,100,100,0
21A5,2016,Spring,191,1,quiz4,100,100,0
21A5,2016,Spring,191,1,quiz6,100,100,0
21A5,2016,Spring,191,1,quiz8,100,100,0
21A5,2016,Spring,191,1,quiz9,100,100,0
21A7,2016,Spring,191,1,quiz2,100,100,0
21A7,2016,Spring,191,1,quiz9,100,100,0
21B10,2016,Spring,192,1,quiz2,100,100,0
21B10,2016,Spring,192,1,quiz3,100,100,0
21B10,2016,Spring,192,1,quiz5,100,100,0
21B10,2016,Spring,192,1,quiz6,100,100,0
21B11,2016,Spring,192,1,quiz3,100,100,0
21B11,2016,Spring,192,1,quiz4,100,100,0
21B11,2016,Spring,192,1,quiz5,100,100,0
21B11,2016,Spring,192,1,quiz6,100,100,0
21B12,2016,Spring,192,1,quiz3,100,100,0
21B12,2016,Spring,192,1,quiz4,100,100,0
21B12,2016,Spring,192,1,quiz5,100,100,0
21B15,2016,Spring,192,1,quiz1,100,100,0
21B15,2016,Spring,192,1,quiz2,100,100,0
21B15,2016,Spring,192,1,quiz3,100,100,0
21B15,2016,Spring,192,1,quiz4,100,100,0
21B15,2016,Spring,192,1,quiz5,100,100,0
21B16,2016,Spring,192,1,quiz4,100,100,0
21B18,2016,Spring,192,1,quiz4,100,100,0
21B2,2016,Spring,192,1,quiz3,100,100,0
21B2,2016,Spring,192,1,quiz5,100,100,0
21B23,2016,Spring,192,1,quiz1,100,100,0
21B23,2016,Spring,192,1,quiz3,100,100,0
21B23,2016,Spring,192,1,quiz4,100,100,0
21B23,2016,Spring,192,1,quiz5,100,100,0
21B28,2016,Spring,192,1,quiz4,100,100,0
21B28,2016,Spring,192,1,quiz6,100,100,0
21B29,2016,Spring,192,1,quiz1,100,100,0
21B29,2016,Spring,192,1,quiz4,100,100,0
21B29,2016,Spring,192,1,quiz5,100,100,0
21B29,2016,Spring,192,1,quiz6,100,100,0
21B4,2016,Spring,192,1,quiz4,100,100,0
21B4,2016,Spring,192,1,quiz5,100,100,0
21B5,2016,Spring,192,1,quiz5,100,100,0
21B7,2016,Spring,192,1,quiz2,100,100,0
21B7,2016,Spring,192,1,quiz3,100,100,0
21B7,2016,Spring,192,1,quiz4,100,100,0
21B7,2016,Spring,192,1,quiz5,100,100,0
21B8,2016,Spring,192,1,quiz2,100,100,0
21B9,2016,Spring,192,1,quiz4,100,100,0
21C1,2016,Spring,192,1,quiz4,100,100,0
21C11,2016,Spring,192,1,quiz1,100,100,0
21C11,2016,Spring,192,1,quiz2,100,100,0
21C11,2016,Spring,192,1,quiz4,100,100,0
21C17,2016,Spring,192,1,quiz2,100,100,0
21C17,2016,Spring,192,1,quiz4,100,100,0
21C18,2016,Spring,192,1,quiz1,100,100,0
21C18,2016,Spring,192,1,quiz2,100,100,0
21C18,2016,Spring,192,1,quiz4,100,100,0
21C20,2016,Spring,192,1,quiz4,100,100,0
21C21,2016,Spring,192,1,quiz1,100,100,0
21C21,2016,Spring,192,1,quiz2,100,100,0
21C21,2016,Spring,192,1,quiz4,100,100,0
21C21,2016,Spring,192,1,quiz5,100,100,0
21C3,2016,Spring,192,1,quiz5,100,100,0
21C3,2016,Spring,192,1,quiz6,100,100,0
21C7,2016,Spring,192,1,quiz1,100,100,0
21C7,2016,Spring,192,1,quiz4,100,100,0
21C7,2016,Spring,192,1,quiz5,100,100,0
21C9,2016,Spring,192,1,quiz4,100,100,0
21D1,2016,Spring,320,1,quiz1,100,100,0
21D1,2016,Spring,320,1,quiz4,100,100,0
21D1,2016,Spring,320,1,quiz6,100,100,0
21D10,2016,Spring,320,1,quiz6,100,100,0
21D12,2016,Spring,320,1,quiz1,100,100,0
21D12,2016,Spring,320,1,quiz6,100,100,0
21D13,2016,Spring,320,1,quiz1,100,100,0
21D13,2016,Spring,320,1,quiz6,100,100,0
21D16,2016,Spring,320,1,quiz1,100,100,0
21D16,2016,Spring,320,1,quiz6,100,100,0
21D16,2016,Spring,320,1,test1,100,100,0
21D16,2016,Spring,320,1,test3,100,100,0
21D17,2016,Spring,320,1,quiz1,100,100,0
21D17,2016,Spring,320,1,quiz4,100,100,0
21D17,2016,Spring,320,1,quiz6,100,100,0
21D17,2016,Spring,320,1,test2,100,100,0
21D7,2016,Spring,320,1,quiz4,100,100,0
21D7,2016,Spring,320,1,quiz6,100,100,0
21D9,2016,Spring,320,1,quiz1,100,100,0
31A15,2016,Spring,MATH 2204,1,quiz2,100,100,0
31A16,2016,Spring,MATH 2204,1,quiz1,100,100,0
31A16,2016,Spring,MATH 2204,1,quiz3,100,100,0
31B11,2016,Spring,MATH 2204,1,quiz1,100,100,0
31B21,2016,Spring,MATH 2204,1,quiz1,100,100,0
31B22,2016,Spring,MATH 2204,1,quiz1,100,100,0
31C01,2016,Spring,MATH 2222,1,quiz1,100,100,0
